Administración de Rehabilitación Vocacional (ARV),"Plan de Reorganización Número 1, aprobado el 28 de julio de 1995. La Ley Número 97 de 10 de junio de 2000 que adscribe la agencia al Departamento del Trabajo y Recursos Humanos. Promover y ubicar a las personas con impedimentos en un empleo remunerado y facilitarles una vida más independiente mediante la prestación de servicios de rehabilitación vocacional, consistente con sus fortalezas, recursos, prioridades, intereses, habilidades y capacidades; para que logren mejorar su calidad de vida, su capacidad de autosuficiencia y su auto-estima.","Ave. Ponce de León Edif. Mercantil Plaza, piso 8",Hato Rey,,(787) 729-0160,(787) 728-8070,http://www.arv.pr.gov
Administración de Seguros de Salud (ASES),"La Administración de Seguros de Salud de Puerto Rico se creó por la Ley Núm. 72 de 7 de septiembre de 1993 y fue enmendada por la Ley Núm. 1 de 8 de enero de 1994. Negociar y contratar seguros de salud para los ciudadanos que cualifican para la Reforma de Salud de acuerdo a la Ley Núm. 72, según enmendada. Además, fiscalizar y evaluar los servicios que ofrecen las compañías aseguradoras contratadas para garantizar el cumplimiento, calidad y que sean costo efectivos.","Urbanización Caribe 1552, Avenida Ponce de León, Sec. el Cinco",Río Piedras,00919-5661,(787) 474-3300,(787) 474-3345,http://www.ases.pr.gov
Administración de Servicios de Salud Mental y Contra la Adicción (Dpto. Salud),"Ley Núm. 67 del 7 de agosto de 1993, crea la Administración de Servicios de Salud Mental y Contra la Adicción. La Ley Núm. 408 del 2 de octubre de 2000, establece el nuevo Código de Salud Mental. Garantizar la prestación de servicios de prevención, tratamiento y rehabilitación en el área de salud mental, incluyendo abuso de sustancias, que sean accesibles, costo efectivos y de óptima calidad, ofrecidos en un ambiente de respeto y confidencialidad.","Carr. #2 km. 8.2 Bo. Juan Sanchez,",Bayamón,956,(787) 764-3670,(787) 995-5164,http://www.assmca.pr.gov
Administración de Servicios Generales (ASG),"Plan de Reorganización Núm. 2 (Sustituto) de 1971; Ley Núm. 164 de 23 de julio de 1974, según enmendada, Ley de Preferencial y Ley de Procedimiento Administrativo Uniforme. Establecer la política pública y proveer las herramientas necesarias y de avanzada para la adquisición de bienes y servicios de calidad y al menor costo para las agencias.","Ave. Barbosa, Esq. Quisqueya",Hato Rey,00919-5568,(787) 759-7676,(787) 753-6160,http://www.asg.pr.gov/
Administración de Servicios Médicos (Dpto. Salud),"La Ley Núm. 66 del 22 de junio de 1978 , según enmendada. Proveer servicios especializados de salud a pacientes, instituciones consumidoras y educativas con eficiencia, prontitud y respeto; así como brindar las herramientas necesarias para la formación de profesionales de salud, actuando como taller de enseñanza y de investigación científica con el objetivo de velar por el bienestar y salud de la ciudadanía en general.",Edif.Central Centro Médico,Río Piedras,,(787) 777-3535,(787) 777-3408,http://www.asem.pr.gov
Administración de Terrenos (Dpto. Desarrollo Económico),"La Administración de Terrenos se crea mediante la Ley Núm. 13 del 16 de mayo de 1962.&nbsp; La Administración es una corporación pública del Gobierno de Puerto Rico y forma parte del Departamento de Desarrollo Económico y Comercio.&nbsp; Es una entidad dedicada a promover el desarrollo económico, social y urbano de Puerto Rico y a colaborar con las distintas agencias del Gobierno de Puerto Rico para hacer realidad sus proyectos e implantar de forma efectiva sus políticas públicas y planes de trabajo mediante la adquisición y desarrollo de terrenos para distintos proyectos de manera ordenada.","171 Ave. Carlos Chardón, Suite 101",Hato Rey,00918-0903,(787) 753-9300,(787) 250-7125,
Administración de Vivienda Pública (Dpto. Vivienda),"Asegurar el mantenimiento, la rehabilitación y administración efectiva de los proyectos de vivienda pública para incrementar la disponibilidad de vivienda asequible, propiciar el desarrollo económico y mejorar la calidad de vida de las familias hasta alcanzar la autosuficiencia. Asegurar el mantenimiento, la rehabilitación y administración efectiva de los proyectos de vivienda pública para incrementar la disponibilidad de vivienda asequible, propiciar el desarrollo económico y mejorar la calidad de vida de las familias hasta alcanzar la autosuficiencia.","Avenida Barbosa #606 Edif. Juan C. Cordero, Piso 9",Río Piedras,,(787) 759-9407,(787) 763-2484,http://www.avp.pr.gov
Administración del Derecho al Trabajo (Dpto. Trabajo),"La Ley Núm. 115 de 21 de junio de 1968, según enmendada, conocida como Ley del Derecho al Trabajo creó la Administración. El Plan de Reorganización Núm. 2 del 4 de mayo de 1994, que reorganiza el Departamento del Trabajo y Recursos Humanos y adscribe la Administración del Derecho al Trabajo al Departamento. Combatir el desempleo en Puerto Rico promoviendo el desarrollo de los recursos humanos mediante el establecimiento de un sistema de servicios integrados donde nuestra fuerza laboral tenga acceso universal a servicios de orientación, información del mercado laboral, evaluación de destrezas, consejería, referidos a programas de adiestramiento y educación, colocación y retención de empleo, integrando al sector empresarial.",Edificio Metro Center Piso 12 y PH Calle Mayagüez Esq. C/ Cidra,Hato Rey,918,754-5691 /90/92,(787) 758-0690,
Administración para el Adiestramiento de Futuros Empresarios y Trabajadores (Dpto. Trabajo),"La Ley Núm.1 de 23 de junio de 1985, según enmendada el 13 de agosto de 1990, crea el Cuerpo de Voluntarios al Servicio de Puerto Rico. El Plan de Reorganización 2 de 4 de mayo de 1994 reorganiza el Departamento del Trabajo y Recursos Humanos y adscribe esta agencia al Departamento como un componente operacional. La Ley Núm. 224 de 6 de agosto de 1999, cambia el nombre de la agencia a la Administración para el Adiestramiento de Futuros Empresarios y Trabajadores y dispone para nuevas funciones y otros fines públicos. Combatir el desempleo de jóvenes entre las edades de 14 a 29 años a través del desarrollo de programas innovadores donde interactúen el adiestramiento técnico-vocacional, la educación y la formación para capacitarlos en la obtención de un empleo e integrarlos productivamente en la comunidad. Además, proveer servicios de readiestramiento y empleo a trabajadores desplazados mediante un enfoque para el desarrollo de destrezas de vida y desarrollo humano, competencias de empleo, educación remedial y adiestramiento ocupacional para reintegrarlos al mundo del trabajo.",#520 Avenida de la Constitución,Puerta de Tierra,,"729-3552,729-3553",(787) 725-8471,http://www.aafet.gobierno.pr/
Administración para el Cuidado y Desarrollo Integral de la Niñez (Dpto. Familia),"Garantizar el cuidado y desarrollo integral de los menores, desde sus etapas formativas tempranas, que participan en el programa federal de Head Start y en el Programa para el Cuidado y Desarrollo del Niño, el cual administra los fondos federales del Child Care and Development Fund. El primero ofrece educación preescolar y servicios multidisciplinarios a niños/as de 3 y 4 años y sus familias a través de 20 proyectos delegados. El segundo ofrece servicios de cuidado y desarrollo a infantes, maternales, preescolares y niños/as en edad escolar directamente, a través de vales y delegación de fondos. <br />&lt;br&gt;","Ave. De la Constitución, Pda 2",San Juan,00902-8591,(787) 724-7474,(787) 977-7820,http://www.acuden.pr.gov
Administración para el Desarrollo de Empresas Agropecuarias (Dpto. Agricultura),<div>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </div>,"Edificio Tres Río, Piso 5 Ave. Martinez Nadal, Esq. Gonzales Giusti",Guaynabo,,787-474-7364 ext. 224/227,787-331-0720,http://www.agricultura.pr.gov/
Administración para el Sustento de Menores (Dpto.Familia),"Ley Núm. 86 de 17 de agosto de 1994 y Ley Núm. 168 de 12 de agosto de 2000, según enmendadas. Promover e implantar ágil y efectivamente la política pública del Estado Libre Asociado de Puerto Rico, de procurar que en cumplimiento con sus obligaciones sociales, morales y legales, los padres y madres no custodios de menores de 21 años, los descendientes de personas mayores de 60 años y las personas legalmente responsables, contribuyan a la manutención y el bienestar de sus hijos y padres ascendientes de edad avanzada, salvaguardando el derecho de estas personas a recibir pensiones alimentarías y aumentando la autosuficiencia de las familias, mediante la aplicación de los mecanismos que dispone la ley.",C/ Mayagüez #5 Esq. Cidra Edificio Metro Center,San Juan,00936-8376,(787) 767-1500,(787) 282-8324,http://www.asume.pr.gov
Agencia Estatal para el Manejo de Emergencias y Administración de Desastres (AEMEAD),"Coordinar todos los recursos gubernamentales del Estado Libre Asociado de Puerto Rico, y los del sector privado para proveer de la forma más rápida y efectiva los servicios antes, durante y después de situaciones de emergencia para asegurar la protección de la vida y propiedad de los ciudadanos. los del sector privado para proveer de la forma más rápida y efectiva los servicios antes, durante y después de situaciones de emergencia para asegurar la protección de la vida y propiedad de los ciudadanos. los del sector privado para proveer de la forma más rápida y efectiva los servicios antes, durante y después de situaciones de emergencia para asegurar la protección de la vida y propiedad de los ciudadanos.",Calle Eleanor Roosevelt # 115,Hato Rey,908,(787) 724-0124,(787) 725-4244,http://www.manejodeemergencias.pr.gov/
Autoridad de Acueductos y Alcantarillados (AAA),"Proveer a los habitantes de Puerto Rico un servicio adecuado de agua potable, de alcantarillado sanitario y de cualquier otro servicio o facilidad incidental o propio de éstos. ",Avenida Barbosa #604,Hato Rey,917,(787) 620-2277,(787) 756-2374,http://www.acueductospr.com/
Autoridad de Carreteras y Transportación (Dpto. DTOP),"Ley Núm. 74 de 23 de junio de 1965, según enmendada, crea la Autoridad de Carreteras. La Ley Núm. 4 del 24 de agosto de 1990 la autoriza a efectuar contratos con entidades privadas para construcción, operación y mantenimiento de carreteras, puentes, avenidas, autopistas y otras facilidades de tránsito. La Ley Núm. 1 de 6 de marzo de 1991 la redenomina como la Autoridad de Carreteras y Transportación de Puerto Rico. Proveer al pueblo puertorriqueño un sistema de transportación integrado, eficiente, confiable y seguro que contribuya al desarrollo de la economía de Puerto Rico y mejore la calidad de vida. Desarrollar una gestión gubernamental de excelencia que fomente la confianza del pueblo.","Centro Gubernamental Minillas Edif. Sur, Piso 17",Santurce,940,(787) 721-8787,(787) 725-1620,http://www.dtop.gov.pr/carretera/index.asp
Autoridad de Deperdicios Sólidos (ADS),"Ley Núm. 70 del 23 de junio de 1978, enmendada, creó la Autoridad de Desperdicios Sólidos de Puerto Rico y el Plan de Reorganización Núm. 4 de 9 de diciembre de 1993, la adscribe como un componente del Departamento de Recursos Naturales y Ambientales. Evaluar, planificar, desarrollar e implantar la infraestructura para el manejo eficiente de los desperdicios sólidos del país. Además, de estrategias para el manejo adecuado de los residuos sólidos para proteger el ambiente, la salud pública y conservar los recursos naturales de Puerto Rico.","Sector El 5, Carr. 8838, Km. 6.3, Edificio Agencias Ambientales, Piso 6,",San Juan,940,764-0364,(787) 753-2220,http://www.ads.pr.gov
Autoridad de Edificios Públicos (AEP),"La Autoridad de Edificios Públicos de Puerto Rico tiene la Misión de planificar, diseñar, subastar, construir y conservar las facilidades físicas para todas las agencias y ofrecerle al pueblo de Puerto Rico las mejores estructuras para su uso y disfrute elevando la calidad de vida.","Ave. José De Diego, Centro Gubernamental Minillas, Torre Norte, Piso 6",Santurce,940,725-7120 / 728-5360 / 723-6635,(787) 724-1533,http://www.aep.pr.gov
Autoridad de Energía Eléctrica (AEE),"Ley Núm. 83 de 2 de mayo de 1941, según enmendada, creó un cuerpo corporativo que constituyó una corporación pública, con el nombre de Autoridad de las Fuentes Fluviales de Puerto Rico. Posteriormente, en virtud de la Ley 57 del 30 de mayo de 1979, se designó con el nombre de Autoridad de Energía Eléctrica de Puerto Rico. Proveer los servicios de energía eléctrica a los clientes en la forma más eficiente, económica y confiable posible sin menoscabo del ambiente.","1110 Ave. Ponce de León, Edificio Neos, piso 8 ofic. 801",Santurce,,787-521-3434,(787) 521-4120,http://www.aeepr.com
Autoridad de los Puertos (AP),"La Ley Núm. 17 del 19 de abril de 1955, según enmendada, otorga el nombre de Autoridad de los Puertos a la agencia creada por la Ley 125 del 7 de mayo de 1942 y que se conocía como Autoridad de Transporte. La Autoridad de los Puertos se rige por el Plan de Reorganización Núm. 6 de 1971. Dicho plan de reorganización separa la Autoridad de los Puertos de la Administración de Fomento Económico y la adscribe al Departamento de Transportación y Obras Públicas. A su vez se transfieren al Secretario de Transportación y Obras Públicas los poderes, facultades y funciones que el Administrador de Fomento Económico y los miembros de la Autoridad tienen respecto a la Autoridad de los Puertos conforme a la ley orgánica de dicha Autoridad y a otras leyes especiales que le asignan funciones. La Autoridad de los Puertos provee a los servidores industriales, comerciales y turísticos y al público en general los servicios relacionados con la transportación aérea y marítima para contribuir al desarrollo de la infraestructura económica de Puerto Rico.","Calle Lindberg #64, Isla Grande Miramar",Isla Grande,907,"787-729-8715, 787-729-8462",(787) 722-7867,http://www.prpa.pr.gov
Autoridad de Tierras de Puerto Rico (Dpto. Agricultura),"Ley Núm. 26 de 12 de abril de 1941 según enmendada, conocida como Ley de Tierras de Puerto Rico, crea la Autoridad de Tierras de Puerto Rico. Por disposición del Plan de Reorganización Número 1 de 4 de mayo de 1994, la Autoridad de Tierras pasa a ser un componente programático y operacional del Departamento de Agricultura. Adquirir, conservar y preservar terrenos de alto valor agrícola para hacerlos disponibles y accesibles a los empresarios agrícolas del Estado Libre Asociado de Puerto Rico.",Ave. Fernández Juncos #1311,Santurce,907,722-3934,(787) 723-9299,http://www.agricultura.pr.gov
Autoridad de Transporte Marítimo (Dpto. DTOP),Proveer Servicio de Transportación marítimo de carga y pasajeros entre Puerto Rico y las Islas Municipios de Vieques y Culebra.,"Calle #100, Playa Puerto Real",Fajardo,,"787-497-7740 SJ , 787-494-0934 - Fajardo e Islas Municipio",787-860-6041 / 787-860-3580,
Autoridad del Distrito del Centro de Convenciones de Puerto Rico (Dpto. Desarrollo Económico),"Ley Núm. 400 del 9 de septiembre de 2000 , crea la Autoridad del Centro de Convenciones de Puerto Rico. La Ley Núm. 142 de 4 de octubre de 2001 , derogó la Ley Núm. 400 de 9 de septiembre de 2000 , y enmendó la Ley Núm. 351 de 2 de septiembre de 2000 para crear la Autoridad del Distrito del Centro de Convenciones de Puerto Rico, incorporando en un solo organismo a la Autoridad del Centro de Convenciones de Puerto Rico y la Corporación del Distrito de Comercio Mundial de las Américas.","100 Convention Boulevard, Miramar",San Juan,907,(787) 300-6700,,http://www.prconventiondistrict.com
Autoridad del Puerto de Las Américas (APA),,"Ave. Santiago de los Caballeros final, Ponce Playa",,,787-848-4955,787-840-4681,
Autoridad Metropolitana de Autobuses (Dpto.DTOP),"Ley Núm. 5 de 11 de mayo de 1959, según enmendada, crea la Autoridad Metropolitana de Autobuses. El Plan de Reorganización Núm. 6 de 1971, transfiere al Secretario del Departamento de Transportación y Obras Públicas los poderes y facultades de la Junta de Directores de la AMA y se suprime la misma. Administrar y mantener en desarrollo continuo un sistema de transportación colectiva para facilitar la movilidad de la población del área metropolitana de San Juan. Esta acción se realiza en coordinación con el Departamento de Transportación y Obras Públicas e interactuando con la Autoridad de Carreteras y Transportación, para mejorar la calidad de vida de los ciudadanos.",37 Ave. de Diego Urb. San Francisco,Río Piedras,926,(787) 767-0115,(787) 751-0527,http://www.dtop.gov.pr/transporte_urbano/index.asp
"Autoridad para el Financiamiento de Facilidades Industriales, Turísticas, Educativas, Médicas y de Control Ambiental (Banco Gubernamental)","Propiciar métodos alternos de financiamiento al sector público y privado que promuevan Las inversiones de capital y el mejoramiento de la infraestructura en Puerto Rico y permita que las industrias, comercios e instituciones médicas, turísticas, educativas, privadas y de control ambiental expandan y desarrollen sus operaciones.","Ave. José De Diego, Centro Gubernamental Minillas, Edif. Banco Formento",Santurce,940,,(787) 728-0975,
Autoridad para el Financiamiento de la Infraestructura de Puerto Rico (AFI),"La Ley Núm. 44 de 21 de junio de 1988, según enmendada, crea la Autoridad para el Financiamiento de la Infraestructura (AFI). Establecer mecanismos para conceder asistencia financiera, administrativa y de otra índole a corporaciones públicas para desarrollar facilidades y mejoras a la infraestructura que contribuyan al desarrollo económico de Puerto Rico.","Antiguo Western Plaza, Piso 4, Hato Rey",Hato Rey,940,(787) 763-5757,(787) 763-1605,http://www.afi.pr.gov
Autoridad para el Financiamiento de la Vivienda (Banco Gubernamental),"Utilizar alternativas de financiamiento público y privado para ayudar a las familias de ingresos bajos y moderados a construir, reconstruir, adquirir, refinanciar, o ampliar su propia vivienda.","606 Ave. Barbosa, Edif. Juan C. Cordero",Río Piedras,00936-8461,787-765-7577,787-620-3521,http://www.afv.pr.gov
Autoridad para las Alianzas Público Privadas (Banco Gubernamental),&nbsp;,"Banco Gubernamental de Fomento, Centro Gubernamental Minillas (Roberto Sánchez Vilella) Ave. De Diego, Pda 22",Santurce,907,,(787) 728-0963,http://www.app.pr.gov
Banco de Desarrollo Económico (Dpto. Desarrollo Económico),"Creado por virtud de la Ley Núm. 22 de 24 de julio de 1985, según enmendada, el Banco es líder y pionero en proveer innovadores programas de financiamiento a las pequeñas y medianas empresas contribuyendo así a la promoción del sector privado de la economía de Puerto Rico.<br />","Calle Aldebarán #638,",San Juan,922,781-0772,(787) 641-4282,http://www.bde.pr.gov
Banco Gubernamental de Fomento (BGF),"Promover la competitividad y la estabilidad fiscal de Puerto Rico para transformar nuestra economía en una de las más desarrolladas del mundo, contribuyendo así al bienestar social y económico de nuestra población. Servir como banco, agente fiscal y asesor financiero del Estado Libre Asociado de Puerto Rico y de las agencias, organismos,comisiones, autoridades, municipios y subdivisiones políticas de Puerto Rico. Promover la competitividad y la estabilidad fiscal de Puerto Rico para transformar nuestra economía en una de las más desarrolladas del mundo, contribuyendo así al bienestar social y económico de nuestra población. Servir como banco, agente fiscal y asesor financiero del Estado Libre Asociado de Puerto Rico y de las agencias, organismos, comisiones, autoridades, municipios y subdivisiones políticas de Puerto Rico.","Ave. José de Diego, Centro Gubernamental Minillas",Santurce,940,722-8460,(787) 721-1443,http://www.gdb-pur.com/home.htm
Censo de Puerto Rico,,"Centro Gubernamental Roberto Sánchez Vilella, Ave. De Diego, Pda.22, Santurce Edificio Norte, Piso 15, Oficina 1501",Santurce,940,787-728-4430,787-268-0506,Http://www.censo.gobierno.pr
Centro de Diabetes para Puerto Rico (CDPR),,"Edificio Decanato de Estudiantes (Recinto de Ciencias Medicas), 1er Piso, Centro Médico de Puerto Rico",San Juan PR,,(787)773-8283,(787)773-8302,http://www.diabetes.pr.gov
Centro de Recaudaciones de Ingresos Municipales (CRIM),,"Carretera Estatal 1, Km. 17.2",Río Piedras,,(787) 625-4072,(787) 625-1459,http://www.crimpr.net/
Colegio Universitario de Justicia Criminal (Académia de la Policía),"La misión del Colegio Universitario de Justicia Criminal de Puerto Rico es educar profesionales en el campo de la seguridad pública, con amplia maestría de las técnicas más modernas y un profundo entendimiento de los elementos que afectan el comportamiento humano. Los ofrecimientos académicos de la Instituci6n están enfocados con un currículo profesional enmarcado por una formación liberal humanística, la cual integra la tecnología como un instrumento útil y poderoso. Todo esto esta dirigido hacia un desarrollo hoIístico del estudiante. De esta forma están colocados los cimientos para la adquisición de las destrezas técnicas/científicas y conocimientos necesarios, al igual que las comunicaciones y la conducta ingeniosa para convertirse en un miembro productivo de la sociedad puertorriqueña y estar capacitado para contribuir al bienestar general de nuestra vida colectiva. Fortalecidos con una formación humanística, los graduados del Colegio habrán de formar una visión de responsabilidad social, compromiso profundo, ético - profesional y una amplia capacidad para disfrutar la vida.","Carr. 189, Km 102, Entrando por Cementerio Municipal a mano derecha",Gurabo,,(787) 737-8351,(787) 737-7619,http://quieroserpoliciapr.com/
Comisión Apelativa del Servicio Público (CASP),"<div>La Comisión Apelativa del Servicio Público (CASP), se creó en virtud del Plan de Reorganización Núm. 2 aprobado el 26 de julio de 2010, al fusionar la Comisión Apelativa del Sistema de Administración de Recursos Humanos del Servicio Público (CASARH) y la Comisión de Relaciones del Trabajo del Servicio Público (CRTSP). La Comisión actúa como un organismo cuasi-judicial en la Rama Ejecutiva, especializado en asuntos obrero patronales y del principio de mérito atendiendo casos laborales, de querellas y de administración de recursos humanos, tanto para los empleados que negocian sus condiciones de trabajo al amparo de la Ley Núm. 45 de 1998, según enmendada, conocida como la ""Ley de Relaciones del Trabajo para el Servicio Público de Puerto Rico"", como para los empleados públicos cubiertos por la Ley Núm. 184 de 2004, según enmendada, conocida como “Ley para la Administración de los Recursos Humanos en el Estado Libre Asociado de Puerto Rico”.&nbsp; Además la (CASP) atiende aquellos casos al amparo de la Ley Núm. 333 de 2004, según enmendada, conocida como la “Carta de Derechos de los Empleados de una Organización Laboral”</div>","Ave. Ponce de León 1409, Pda. 20, Edificio CEM, Sexto piso",Santurce,,(787)723-4242,Fax (787) 723-1359,http://www.casp.pr.gov
Comisión de Derechos Civiles (CDC),"La Comisión de Derechos Civiles se creó por la Ley Núm. 102 de 28 de junio de 1965, según enmendada. Posteriormente, esta Ley Orgánica es enmendada por la Ley Núm. 186 de 3 de septiembre de 1996; que adscribe la Comisión a la Asamblea Legislativa. Proteger y enaltecer los derechos civiles en Puerto Rico mediante la educación del pueblo y a los funcionarios de gobierno, la investigación y la orientación sobre tales derechos fundamentales.","Edificio Unión Plaza 416, Ave. Ponce De León, Piso 9, Ofic. 901",Hato Rey,,"TTY-TDD (787) 765-9360, Isla 1-800-981-9366",(787) 250-1756,http://www.cdc.pr.gov
Comisión de Desarrollo Cooperativo de Puerto Rico (CDCOOP),"La Ley Núm. 247, Ley Orgánica de la Comisión de Desarrollo Cooperativo de Puerto Rico, crea la nueva estructura gubernamental denominada Comisión de Desarrollo Cooperativo de Puerto Rico (CDCOOP). Entidad jurídica de la Rama Ejecutiva independiente, separada de cualquier otra agencia o entidad publica y no sujeta a otro Departamento, Agencia o Dependencia o Instrumentalidad del Gobierno y agrupa bajo sí a COSSEC y FIDECOOP. La Comisión es el eje principal para la definición e implantación de las estrategias gubernamentales para el fomento y desarrollo del Cooperativismo. Además establecerá una coordinación ágil y efectiva entre sus componentes y proveerá el espacio para la colaboración estrecha entre Gobierno, la academia y el propio Movimiento Cooperativo. La Comisión es el mecanismo para fomentar e implantar la política pública del estado para apoyar el fortalecimiento y crecimiento del Cooperativismo.","Ave. Américo Miranda Núm. 400, Edificio Original COSVI, Urb. Villa Nevárez",San Juan PR,926,(787) 763-2097,(787) 754-3262,http://www.cdcoop.pr.gov
